"Purchasing Power Parity: When in India, Get a Haircut","♪ [music] ♪ ♪ [Indian music] ♪ - [Alex] So today we're in India to explain, and also to take advantage of the Balassa-Samuelson effect.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","We'll also be understanding a little bit more about purchasing power parity corrections, and why they're important.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","So, let's take a look at this mobile phone store and ask them about some prices.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",Come on!,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",- [Alex] Namaste!,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",[Hello!,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",] - [Shopkeeper] Namaste.,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","- [Alex] So, can you show me one of your nice phones?",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",- [Shopkeeper] Yeah.,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","This is the best one -- the Apple -- the new one, the 7 Plus.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","- [Alex] Great, great.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","Okay, that looks pretty good.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","So, yeh kitne ka hai?",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",[How much is this?,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","] - [Shopkeeper] Yah, 72,000.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","It's for 72,000.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",- [Alex] Manga!,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",[That's too much!,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","] - [Shopkeeper] Nahin, saste -- it's cheap now!",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","- [Alex] 70,000 rupees -- that's about 1,000 dollars -- at least as much, maybe a little bit more than you'd pay in the United States.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","And that makes sense, because this good is easily tradeable.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",Tradeable goods sell for about the same price everywhere in the world.,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","Because if it were a lot cheaper here, people would buy it here, and sell it in the United States.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",Arbitrage means that goods which are easily tradeable -- they sell for about the same price everywhere.,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","Now the situation, however, is very different when it comes to services.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",Services are hard to trade.,https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","And that means that the price of services, the price of labor -- it can differ a lot in different places in the world.",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut","In fact, I think I need a haircut!",https://www.youtube.com/watch?v=13y49v0Zp1c
"Purchasing Power Parity: When in India, Get a Haircut",Let's go!,https://www.youtube.com/watch?v=13y49v0Zp1c
